iter	RMSE
778	495.5311305
779	495.1674747
780	494.9389903
781	494.0059487
782	493.7555311
783	493.506026
784	493.2650058
785	492.6024915
786	492.3555095
787	492.1166193
788	491.566143
789	491.2766788
790	490.6792001
791	489.7045172
792	489.3463209
793	489.1163141
794	488.8876978
795	487.2613146
796	487.0170293
797	486.7737121
798	486.5320795
799	486.2144306
800	485.8225288
801	485.3240702
802	484.9096151
803	484.6696709
804	484.2920875
805	483.9333424
806	483.704689
807	483.3447462
808	483.0930159
809	482.7435756
810	482.4202799
811	482.135756
812	481.3929707
813	481.2081052
814	480.0125243
815	479.6676458
816	478.5535342
817	478.3327293
818	478.1256063
819	477.5443143
820	476.1694732
821	475.7646091
822	474.6052031
823	474.1732541
824	473.9551204
825	473.6492792
826	473.0658443
827	472.8498497
828	472.5547783
829	471.5042973
830	471.2720504
831	471.0894047
832	470.7252266
833	470.3111072
834	469.4483847
835	467.7239446
836	467.4915511
837	467.2607508
838	466.8451199
839	466.542486
840	466.3135843
841	466.00568
842	465.7289124
843	464.90939
844	464.4997776
845	463.5236903
846	463.2133863
847	462.9879123
848	462.1978047
849	461.386622
850	461.0370717
851	460.7093992
852	459.6650643
853	459.1179554
854	458.5047977
855	458.304077
856	457.9934604
857	457.7711554
858	457.5429554
859	457.3223
860	457.1371115
861	456.3775838
862	456.1636219
863	454.7468479
864	454.5472733
865	454.3609144
866	453.8175495
867	453.6314606
868	453.1692979
869	452.9777308
870	452.6170473
871	452.3920135
872	451.6655123
873	451.4722308
874	451.270763
875	451.1073467
876	449.9468684
877	449.7518379
878	449.5658042
879	449.3082941
880	448.9600278
881	448.7711261
882	448.5697134
883	448.37308
884	448.134509
885	447.7766246
886	446.6022247
887	445.8069163
888	445.4780619
889	445.2106314
890	444.259948
891	443.1657277
892	442.4192264
893	441.3191774
894	440.8901608
895	439.1862462
896	438.4613554
897	438.1323825
898	437.9395979
899	437.6122348
900	437.3987207
901	437.2045812
902	437.0174057
903	435.9472625
904	435.5678216
905	435.0643528
906	434.5634259
907	434.3710512
908	434.0444199
909	433.1818396
910	432.9907552
911	432.8022697
912	432.6174758
913	432.331988
914	432.150766
915	431.2507932
916	430.7472745
917	429.9957155
918	429.8153101
919	429.3079497
920	428.224999
921	428.0280976
922	427.8368469
923	427.3514755
924	427.1530965
925	426.818416
926	426.3900152
927	426.2088605
928	425.4403694
929	425.2774527
930	424.7025192
931	424.5064421
932	423.728441
933	422.6211036
934	422.4250796
935	421.3882712
936	421.1288276
937	420.7207214
938	420.5247309
939	419.9252052
940	418.6625538
941	418.4382179
942	418.2289528
943	417.8479663
944	417.5661428
945	416.307027
946	416.1340469
947	415.9188712
948	414.6482091
949	413.4977592
950	413.3046502
951	412.7113371
952	412.4556394
953	411.4856057
954	411.2344173
955	410.3954731
956	410.1143448
957	409.7219672
958	409.5515989
959	409.1893376
960	408.8898848
961	407.7910303
962	407.6184564
963	407.4336802
964	407.1021675
965	406.7071582
966	406.5201027
967	405.503164
968	404.266631
969	403.8077136
970	403.6335101
971	403.4495886
972	403.2803469
973	401.9606909
974	400.4994129
975	400.0506128
976	399.1972519
977	398.7204328
978	397.6606129
979	397.4773483
980	397.2920742
981	396.5803582
982	396.1694047
983	395.9974869
984	395.5877319
985	394.7407308
986	394.5062501
987	394.0949526
988	393.9463395
989	393.7650768
990	393.353776
991	392.9485366
992	392.6688731
993	392.3023009
994	392.1224741
995	391.6498289
996	390.5902183
997	389.8259453
998	389.6356667
999	389.4714195
