iter	RMSE
0	0.1379702218
1	0.1348849455
2	0.1319799575
3	0.1291662379
4	0.1264664561
5	0.1237522466
6	0.1213122296
7	0.1190279124
8	0.1167631453
9	0.1143729418
10	0.1121523051
11	0.1099170411
12	0.1077636469
13	0.1056441622
14	0.1036913831
15	0.1016881248
16	0.09976627341
17	0.09794347749
18	0.0962275043
19	0.09455934146
20	0.09297955212
21	0.09159346454
22	0.09006554327
23	0.08870953188
24	0.08731088818
25	0.08609353176
26	0.08478855625
27	0.0835301315
28	0.0823653462
29	0.08109904752
30	0.07980253427
31	0.07852181727
32	0.07750704165
33	0.07638489343
34	0.07542552074
35	0.07433796373
36	0.07334152424
37	0.07241708273
38	0.07145029354
39	0.07050313813
40	0.06972271423
41	0.06886196073
42	0.06811807327
43	0.06732665791
44	0.0666181577
45	0.06589636708
46	0.06520703171
47	0.06451500229
48	0.06391675182
49	0.06322426628
50	0.06262997579
51	0.0620696437
52	0.06150317864
53	0.06101006586
54	0.06046598023
55	0.05990940009
56	0.05937875799
57	0.05902806931
58	0.05855395128
59	0.05813084429
60	0.05765136271
61	0.05723437485
62	0.05683320997
63	0.05645001334
64	0.05605581854
65	0.05571199489
66	0.05543996707
67	0.05510402532
68	0.0547423184
69	0.05437181299
70	0.05410999036
71	0.05372835298
72	0.05343867444
73	0.05320957307
74	0.0529702635
75	0.05269317879
76	0.05242411167
77	0.05214021675
78	0.05189116424
79	0.05161543643
80	0.05145797526
81	0.05123498951
82	0.05106224208
83	0.05077720627
84	0.05057680113
85	0.0504175791
86	0.05019553024
87	0.04999015318
88	0.04974503864
89	0.04956116751
90	0.04942031112
91	0.04928887252
92	0.04916551448
93	0.04897670206
94	0.04875280253
95	0.04865453254
96	0.04840129291
97	0.04824862641
98	0.04813583217
99	0.04803961341
100	0.04792712862
101	0.04773348147
102	0.04760799911
103	0.04740172228
104	0.04732233298
105	0.04716898617
106	0.04707100642
107	0.04689846468
108	0.04679661809
109	0.04670377599
110	0.04655926571
111	0.04643921843
112	0.04634475435
113	0.04627413633
114	0.04619641706
115	0.04602764611
116	0.04594361019
117	0.04580568821
118	0.04567505156
119	0.04555015838
120	0.04543431078
121	0.04528307307
122	0.04514143636
123	0.04506660062
124	0.04497176049
125	0.04487868003
126	0.04477988931
127	0.04467562213
128	0.0446065164
129	0.04457433281
130	0.04451393738
131	0.04440842651
132	0.04429696516
133	0.04418969714
134	0.04412945741
135	0.04398435882
136	0.04388766086
137	0.043795581
138	0.04372230488
139	0.04367132246
140	0.04349005791
141	0.04340813985
142	0.04336099803
143	0.0432605388
144	0.04313785886
145	0.04304571258
146	0.0430054489
147	0.0429571858
148	0.0428823847
149	0.04278026412
150	0.04268779624
151	0.04263024249
152	0.04251218952
153	0.04245119032
154	0.04230069322
155	0.04214120015
156	0.04200866032
157	0.04197980424
158	0.04190304463
159	0.04178049546
160	0.04169010653
161	0.04160903121
162	0.04154587682
163	0.04150221632
164	0.04146337181
165	0.04136540504
166	0.04131139076
167	0.04123821039
168	0.04118295517
169	0.04111972287
170	0.0410730438
171	0.04105151935
172	0.04095978538
173	0.040844224
174	0.0407616765
175	0.04066333397
176	0.04055074012
177	0.04047061621
178	0.0403726817
179	0.04026527955
180	0.04018126589
181	0.04015969296
182	0.04009329639
183	0.04004890289
184	0.03997073188
185	0.03994332476
186	0.03983965168
187	0.03974994771
188	0.03970178862
189	0.03956372632
190	0.039518732
191	0.03943845439
192	0.03938479297
193	0.03934368145
194	0.03929617615
195	0.03920777803
196	0.03911595592
197	0.03905096858
198	0.038989835
199	0.0389313108
200	0.03882432949
201	0.03877433526
202	0.03868061572
203	0.03865376147
204	0.03858323539
205	0.03850808966
206	0.03840995374
207	0.03838390695
208	0.03825753671
209	0.03817382652
210	0.03804416794
211	0.03800388056
212	0.03794239585
213	0.03787061517
214	0.03782407427
215	0.03770584107
216	0.03763069316
217	0.03756432458
218	0.03750810301
219	0.03735510785
220	0.03731136026
221	0.03715385063
222	0.0370920646
223	0.0370600178
224	0.03696008373
225	0.03684383388
226	0.03683660617
227	0.03680265221
228	0.03664363451
229	0.03655416419
230	0.03641672271
231	0.03638737514
232	0.03637189988
233	0.03633138094
234	0.03628657534
235	0.03621463016
236	0.03616806607
237	0.03609923127
238	0.03598381993
239	0.03588288592
240	0.03578409309
241	0.03570694629
242	0.03564323418
243	0.0355159784
244	0.03539189634
245	0.03533673208
246	0.0352683093
247	0.03520131188
248	0.03509948936
249	0.03499068242
250	0.03494816782
251	0.03486995327
252	0.03478232453
253	0.03473782628
254	0.03467306714
255	0.03464326001
256	0.03460161342
257	0.03450175605
258	0.03445440096
259	0.03441035825
260	0.0342993162
261	0.03427089608
262	0.03416614386
263	0.03408590213
264	0.03398935765
265	0.03391627215
266	0.03382956209
267	0.03379586383
268	0.03371284228
269	0.03365393569
270	0.03363137313
271	0.03356511985
272	0.03353588168
273	0.03348156446
274	0.03341141986
275	0.03337098206
276	0.03330427398
277	0.03323283503
278	0.03320169773
279	0.03313857853
280	0.03305081375
281	0.03294447011
282	0.03288870931
283	0.03283194261
284	0.03279301277
285	0.03272150213
286	0.0326597874
287	0.03260090141
288	0.03251442328
289	0.03242476658
290	0.03236493066
291	0.03227973596
292	0.03224064553
293	0.03218920421
294	0.03215289359
295	0.03211522937
296	0.03209629449
297	0.03201164623
298	0.03198834875
299	0.03192870691
300	0.03186485172
301	0.03185094717
302	0.03182124935
303	0.03180376594
304	0.03176653803
305	0.03173499521
306	0.03170073246
307	0.03167255017
308	0.03160975834
309	0.03152571979
310	0.03150792858
311	0.03148827252
312	0.03140214043
313	0.03137961484
314	0.03135052797
315	0.0313147755
316	0.03129667306
317	0.03124208939
318	0.03122554387
319	0.03115193267
320	0.03108319483
321	0.03100655322
322	0.03097512715
323	0.0309592706
324	0.03093498781
325	0.03090070848
326	0.03086359965
327	0.03081202731
328	0.03076360716
329	0.03072428995
330	0.03064893699
331	0.03055723979
332	0.03048782061
333	0.0304502829
334	0.03040138241
335	0.03038757078
336	0.03034115641
337	0.03032354839
338	0.03028404611
339	0.03021886812
340	0.03020297891
341	0.03014550636
342	0.03011035033
343	0.0300931979
344	0.03005816749
345	0.02999538939
346	0.02997077942
347	0.02995604685
348	0.0298905656
349	0.02987630596
350	0.02986238479
351	0.02979641746
352	0.02975796648
353	0.02968917167
354	0.02965865102
355	0.0295966314
356	0.02956258923
357	0.02952859109
358	0.02947468997
359	0.02940323505
360	0.02938394182
361	0.02931009333
362	0.02927773593
363	0.02924735648
364	0.0291901106
365	0.02911811269
366	0.02909858325
367	0.02902675297
368	0.02898950928
369	0.02894600542
370	0.02888123675
371	0.02884569983
372	0.02877105227
373	0.02868969384
374	0.02866458302
375	0.02857617239
376	0.02851222802
377	0.02844982715
378	0.02840591684
379	0.02838695754
380	0.02836523433
381	0.02833095365
382	0.02831197061
383	0.02826009402
384	0.02821549653
385	0.02815812064
386	0.02813039319
387	0.02807285804
388	0.02804322273
389	0.02802006193
390	0.02800938778
391	0.02795009683
392	0.02793510219
393	0.02790982146
394	0.02787993779
395	0.02786868337
396	0.02782643144
397	0.02780265483
398	0.02776489213
399	0.02772041417
400	0.02769890018
401	0.02761482068
402	0.02758140522
403	0.02754899458
404	0.02753884693
405	0.02752001414
406	0.02750178541
407	0.02744707785
408	0.02738770069
409	0.02734551746
410	0.02732348242
411	0.02727361127
412	0.02721692995
413	0.02718460897
414	0.02713893907
415	0.02710556196
416	0.02705634388
417	0.02703088145
418	0.02702175254
419	0.02695948134
420	0.0269376461
421	0.02689341919
422	0.02684166984
423	0.02677108629
424	0.02676120746
425	0.02670969
426	0.02665384169
427	0.02661724798
428	0.02657025354
429	0.02652630923
430	0.02651716492
431	0.02648663257
432	0.02642823793
433	0.0264098707
434	0.02637363633
435	0.0263230638
436	0.02628098825
437	0.02626827858
438	0.02620781948
439	0.02618649957
440	0.02616896765
441	0.02614165784
442	0.02611653709
443	0.02606761024
444	0.02603968526
445	0.02600898407
446	0.025965603
447	0.02595426551
448	0.02592880474
449	0.02585727226
450	0.0258436683
451	0.02582223847
452	0.02577882458
453	0.02576157075
454	0.02575925877
455	0.02573771631
456	0.02571420907
457	0.02568727032
458	0.02566595632
459	0.02565398341
460	0.02564923446
461	0.02563341834
462	0.0256064013
463	0.02556907171
464	0.02553716334
465	0.02552422065
466	0.02549080457
467	0.0254885247
468	0.02547811319
469	0.02543048163
470	0.02541543173
471	0.02536560079
472	0.0253233061
473	0.02530353165
474	0.02529547653
475	0.02521129314
476	0.02516040027
477	0.02510475597
478	0.02505299897
479	0.02500712343
480	0.02499211993
481	0.02494042759
482	0.02489429423
483	0.02484670456
484	0.02478855163
485	0.02477436312
486	0.02475925087
487	0.02473401092
488	0.02471637177
489	0.02469931532
490	0.0246392904
491	0.02463479202
492	0.02460334191
493	0.0245770815
494	0.02454189208
495	0.02451908287
496	0.02450783174
497	0.02447694458
498	0.02443312266
499	0.02439415837
500	0.02434957282
501	0.02429975546
502	0.02427643651
503	0.02423306564
504	0.02419656219
505	0.02413521233
506	0.02408981684
507	0.02406308021
508	0.02402375261
509	0.02401253361
510	0.02397662094
511	0.02395641044
512	0.02392908843
513	0.02389693626
514	0.02384536177
515	0.02381478759
516	0.0237777175
517	0.02373539967
518	0.02369877687
519	0.02365859642
520	0.02361804408
521	0.02360381433
522	0.02358897516
523	0.02355051997
524	0.02351881043
525	0.02349059458
526	0.0234252187
527	0.02338826032
528	0.023342003
529	0.02332712077
530	0.0232705333
531	0.02324916016
532	0.02323500864
533	0.02320967604
534	0.02315925865
535	0.02313829275
536	0.02311717005
537	0.02307206113
538	0.02302586317
539	0.02300602819
540	0.02297529536
541	0.02294227961
542	0.02293892238
543	0.02291014867
544	0.02287293523
545	0.02283971786
546	0.02281862474
547	0.02279144236
548	0.02277516313
549	0.02275948461
550	0.02275121865
551	0.02270952881
552	0.02269002184
553	0.02266633758
554	0.02264506777
555	0.0226077608
556	0.0225889108
557	0.02255182163
558	0.02252055237
559	0.02250485747
560	0.0224774879
561	0.02247370751
562	0.02245115339
563	0.0224324965
564	0.02241781688
565	0.02240329315
566	0.0223648319
567	0.02234649002
568	0.02234141736
569	0.0223290257
570	0.02230936532
571	0.02226533219
572	0.02223422445
573	0.02222441766
574	0.0222153295
575	0.02216675728
576	0.02214273673
577	0.02212077215
578	0.02210641329
579	0.02206844728
580	0.02205347951
581	0.02201863235
582	0.02198388926
583	0.02195631557
584	0.02194514422
585	0.02190933953
586	0.02188809306
587	0.0218769633
588	0.02184590187
589	0.02181907782
590	0.02179950644
591	0.02177897388
592	0.02176278121
593	0.0217430278
594	0.02170622146
595	0.0216675007
596	0.02165728311
597	0.02162040548
598	0.02156862004
599	0.02153862715
600	0.02151294601
601	0.02147743741
602	0.02143159507
603	0.0214272432
604	0.02141231528
605	0.02137819551
606	0.02133369459
607	0.0213171834
608	0.02128271008
609	0.02124648343
610	0.02120774339
611	0.02118994779
612	0.02114167888
613	0.02113219841
614	0.021078548
615	0.02101611146
616	0.0210039825
617	0.02100090995
618	0.02097746012
619	0.02095585791
620	0.02092116164
621	0.02088792814
622	0.02085703591
623	0.02083116567
624	0.02078270878
625	0.02076135388
626	0.02073833346
627	0.02071464402
628	0.02068953243
629	0.02066610855
630	0.0206458239
631	0.02061927759
632	0.02057656724
633	0.02054429506
634	0.02053016267
635	0.0205146228
636	0.02049775133
637	0.02044403531
638	0.0204396428
639	0.02041908334
640	0.02040183197
641	0.02038703404
642	0.02035965042
643	0.02035369337
644	0.02033231587
645	0.02029493958
646	0.020247178
647	0.02023732828
648	0.02019713216
649	0.02016571679
650	0.02015240598
651	0.02013120251
652	0.02010911303
653	0.02008626881
654	0.02006581024
655	0.02003754626
656	0.02002554121
657	0.02000706926
658	0.01996828142
659	0.0199649598
660	0.01993780932
661	0.01993660981
662	0.01992086763
663	0.01990009577
664	0.01987812612
665	0.0198380169
666	0.01980172463
667	0.01978089152
668	0.01974766968
669	0.01970684256
670	0.01968089255
671	0.01965821509
672	0.01961733683
673	0.01960097148
674	0.01959043067
675	0.01958759663
676	0.01954424728
677	0.01953147287
678	0.01950243562
679	0.01948533292
680	0.01947278413
681	0.01943264383
682	0.01942242366
